亮剑,#genre#
第02集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/baef700182014260a81b74b0ffcd6f3b/850.m3u8
第03集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/6c76224d45384a69bd75259769549e04/850.m3u8
第04集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/8ffeb6560cad43f5c11495b1cc93318a/850.m3u8
第05集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/c94eeee6e1f541a894c3c8a5f84ab945/850.m3u8
第06集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/e35b5b0c90b547e298403a86140195d6/850.m3u8
第07集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/8d863043c68d4aca44b18899a68c0dfd/850.m3u8
第08集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/b4f789ca585343d17d4d10b0473812b9/850.m3u8
第09集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/82bec1ec5c84495fafae0f9b45883441/850.m3u8
第10集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/d01782a873a14e4a89ac6688d7e7a66e/850.m3u8
第11集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/1f291430d2804eb3dda0f29293ffa93b/850.m3u8
第12集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/3b266562be9345ae8dff6fbd0f3a11ae/850.m3u8
第13集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/8252cb82ae22412107fe7daeede7e4f9/850.m3u8
第14集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/50dc976fe7d54efdd2b5acb5e7565d8d/850.m3u8
第15集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/4e74d0d9ae9b4cf5937661b54f8fbf75/850.m3u8
第16集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/1620207285ad4870d6838fbba5e87832/850.m3u8
第17集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/a9e57f17dbf64dbf843d9481051e7aae/850.m3u8
第18集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/68589f4f980542553bdb86af32c44566/850.m3u8
第19集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/cf5189a57a3240fad53cbaa3551b857f/850.m3u8
第20集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/6092813b71b142b3e4d469b703acbeca/450.m3u8
第21集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/ac1d4f2006a04550f364c490c53a7571/450.m3u8
第22集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/c38ef1b4bd6041c4ca9fd88296a88470/450.m3u8
第23集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/9c9c7ad8caf94d84f548e3b47f3faa56/450.m3u8
第24集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/3eff5bd6eeb54175d0ebfdb205bc8217/450.m3u8
第25集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/fbd37b7fdaa6458b73eb34bcf3ef08e1/450.m3u8
第26集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/f6824f7281824f94ecd0c5b3f717048c/450.m3u8
第27集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/799f399efe604a89ac0f5eb0832e2860/450.m3u8
第28集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/d359aa2ae6b24e7f89395cab540da1d7/450.m3u8
第29集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/f6473410af2c47c7cd99c5ae224f7ee2/450.m3u8
第30集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/04bc2702c0184f40507b748b46e88e2d/450.m3u8
第31集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/2428b1718e3d4c308336f2b050770595/450.m3u8
第32集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/90707204f5fd405e4c6722a5dd7a795d/450.m3u8
第33集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/42969a974c724799e9ca30824f769303/450.m3u8
第34集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/6963b73419a04cfb4f0c2d886bdc01ba/450.m3u8
第35集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/165b165bb9c84c3efdfbce84ab5c1016/450.m3u8
第36集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/6a0ccb0d43984ee1763a3b90076ff122/450.m3u8
第37集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/0857f69153894f24b194588aa217309b/450.m3u8
第38集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/f3e6d75f25164fabc20fd5aba8c55923/450.m3u8
第39集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/b625e05c8f9e480aab052d92eec49f3a/450.m3u8
第40集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/df973394b3a64fca334b1d8fb94d84e0/450.m3u8
第41集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/fadd553338634392d2e07fa11f05e746/450.m3u8
第42集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/dbe426e360dd45bb72238bb034106a9e/450.m3u8
第43集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/e4a7b62f3279424e464f089b0368c6d1/450.m3u8
第44集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/bc268784e915432cc46b83af966a08fd/450.m3u8
第45集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/9de1c5fd8cb441e967bad995c3c84fdf/450.m3u8
第46集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/d8226680b6944c7601008fb9275e42f1/450.m3u8
第47集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/14a747b82ca64f92b5f2bc866b7d69ed/850.m3u8
第48集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/289e1d231def46c3a57d74998c01080c/850.m3u8
第49集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/42c4e93be64b4598b0ee49bcbb0e6c3f/450.m3u8
第50集,http://hls.cntv.lxdns.com/asp/hls/450/0303000a/3/default/ffb1aa57bd0d4ce6a30270a7d27423d2/450.m3u8
破局1950,#genre#  
第01集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/782e32e4458f46db95453779bffb0fc0/1200.m3u8
第02集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/d5859de984cf4f71ae36d0b4225e4a23/1200.m3u8
第03集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/89ac5b231bdd4b2d8a71d218fe2de63b/1200.m3u8
第04集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/e92f14224e154d8db3e91a0e37ff495a/1200.m3u8
第05集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/e7c26a91e16b4dbc8223b7b970f3e396/1200.m3u8
第06集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/8058a5ded11d4c66975f46dbbe3039b6/1200.m3u8
第07集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/e449d1442a9e4954822262084ec4f36d/1200.m3u8
第08集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/8c43a72cb1a4465e96d24347029f69f2/1200.m3u8
第09集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/284380bf33134401b35782c675b3a611/1200.m3u8
第10集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/4a898a43fe3b475083c962d9c7412d89/1200.m3u8
第11集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/aa68e589556f4f00812a4445d2f8480a/1200.m3u8
第12集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/0289376b6f3a4d03a24f70d8bf1a14aa/1200.m3u8
第13集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/ca33d5e1ec2d4229bb5f5025ad5bb5a0/1200.m3u8
第14集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/7ed2fcf7ecb14f69abd212b3acc22bd1/1200.m3u8
第15集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/e394c5fb22a8499f816f678f0eed18ef/1200.m3u8
第16集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/e3679ccaeb764943aa220fd44fa623dd/1200.m3u8
第17集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/c63c0afd9160498e83ec1564fd12db75/1200.m3u8
第18集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/00e090f913e34eb998fcddf59fcd2c04/1200.m3u8
第19集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/1cbdd737001d48c49df93dd5f3a714b8/1200.m3u8
第20集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/a45e3b99bf4f48bfb166fdb2cc1594f6/1200.m3u8
第21集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/97f9c18297fa42d3bc558d70d4724518/1200.m3u8
第22集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/1406895bd3b44c42ba647cea0be25174/1200.m3u8
第23集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/de76aa5dbf0d498098f732a2013be8ba/1200.m3u8
第24集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/139bad9b70f7475785340456d6ed0c82/1200.m3u8
第25集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/78d45b17e86047298e6a9c0469f4b6e5/1200.m3u8
第26集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/e9f08e649b62458d8a9209372836e8c6/1200.m3u8
第27集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/7cddfa3850da4ed582d474359a45f91b/1200.m3u8
第28集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/44e3de15677a4a68bc24ff06efcd4f2a/1200.m3u8
第29集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/b60612bfa8f34ac99b5dc7808e4bdc24/1200.m3u8
第30集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/cd0e17bd152d473ab354859228c94c32/1200.m3u8
第31集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/f743bb2ba0d74f2aa0246d60aa5d5bc1/1200.m3u8
第32集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/3e1441a7ba4b49509cb88f18d31a960c/1200.m3u8
第33集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/8a191c374baa42798f60cab8e76871f8/1200.m3u8
第34集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/4312b1e0313b49279e15d5c84be13b07/1200.m3u8
第35集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/d157f5f7aeec4fb4a9fa93d51516bf75/1200.m3u8
第36集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/a60ea552dc8c476eb8aa0239483c47eb/1200.m3u8
第37集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/9b875fcef6394442a5383b1ecce0b9d7/1200.m3u8
第38集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/45413f2a39074e5ebeb1e8e9f62070b6/1200.m3u8
第39集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/9890d0c73094474b8a85c94b12d83a93/1200.m3u8
第40集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/741bdefee94c4cb5b5bde69606b89c79/1200.m3u8
第41集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/9d940180b0834bdbb902f6ffc25ecd4f/1200.m3u8
第42集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/5d79c7603e664deaa2201b77e8d1fd9d/1200.m3u8
第43集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/6d6e5e2df0dd4dadb4eef51e893e53eb/1200.m3u8
第44集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/2f5e84ae882c422ea914028f48ae08b2/1200.m3u8
第45集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/9df6135e3fd24ab38a76a3ed4116644a/1200.m3u8
第46集,http://hls.cntv.lxdns.com/asp/hls/1200/0303000a/3/default/7f5fffef8b1b4279a36418a11e6d4541/1200.m3u8
钢铁年代,#genre# 
第01集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/bc19b8e8abd54c5d9e1608984577da4f/850.m3u8
第02集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/0531eae349e541fcee7c53b56c85ef93/850.m3u8
第03集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/15f4122be0ba469d381a17afa9858482/850.m3u8
第04集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/47c95cfba5ec4b1bbd16d09c2e0069c5/850.m3u8
第05集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/b07dd1ea24f345cf30a7698a2f51f701/850.m3u8
第06集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/eca3d39c3d104825d5fd82897eb65e3c/850.m3u8
第07集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/6d676e02b7fb4775f06395aec86c4c02/850.m3u8
第08集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/e6ab0fa47b554fdc7a128da67325a180/850.m3u8
第09集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/54c5222601a64b0c0b1c6fb9bf90a742/850.m3u8
第10集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/6ce92009354443a991e62a892c8b80c9/850.m3u8
第11集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/e7dc6e3096614463f00cce92a748b83b/850.m3u8
第12集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/f87841b8988941d4c7b9c2ae8a9db29c/850.m3u8
第13集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/d1f22e62003a471657938b93a3ea5afb/850.m3u8
第14集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/be33916191a2401c376edaa3a9157270/850.m3u8
第15集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/cb42a8733ed5445ba5e9a2b23e691774/850.m3u8
第16集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/7f97e454abea4ffd848c5fb2f651f052/850.m3u8
第17集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/5a2301f0e0f4470638301bb9eefac4e8/850.m3u8
第18集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/108bff740d934e20822258ac6422ca3e/850.m3u8
第19集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/12334d0fe4314e02779f6da0219086e7/850.m3u8
第20集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/bd57a28409e54241d6654e9eab0d7edf/850.m3u8
第21集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/c6e44d284f5c4fff7b07de95003bf0e6/850.m3u8
第22集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/f6273529a20e43afffe1739cba1930a1/850.m3u8
第23集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/1b9478e1bd42401901d23a809e33208b/850.m3u8
第24集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/5c3c7b0cccf74d525a3c6195dc2f5cf7/850.m3u8
第25集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/9044f9e1c5a14f41f9b872aed7ca629d/850.m3u8
第26集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/ffb47349d59243a06ede449a97cfb097/850.m3u8
第27集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/a520b04017d14137a2508ea2785f2df6/850.m3u8
第28集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/a2f4385934b648345b3c089ab38eec42/850.m3u8
第29集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/8518b3fd130245f2935776be1109f22d/850.m3u8
第30集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/0c8ed91b92794551fc060a9514d61072/850.m3u8
第31集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/45b5c636f50e3f94c0a549fdf2b3f5f0/850.m3u8
第32集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/c6e9b5708caf4f76a79e728e7c1196a9/850.m3u8
第33集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/0d0af4ae23074765ec0acbab10561916/850.m3u8
第34集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/e3f8ff413734614527844561a095e29d/850.m3u8
第35集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/6c734c8f865d972ad259615247c0eee7/850.m3u8
第36集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/05aad9e76eb54f678d75de96a0efb2b4/850.m3u8
第37集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/06174298a6464b67374ae1a80bf8261a/850.m3u8
于无声处,#genre# 
第1集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/d1d949ce736746e99f8569bcfef02466/850.m3u8
第2集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/c67832aed42044668574ebc6af3ff5c2/850.m3u8
第3集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/8c0cfe8ce4f64730bafde9a1eb30b879/850.m3u8
第4集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/c34a88a40eb54ff5a9cde6422a72fb42/850.m3u8
第5集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/ed518fe8f8484731ac1d4cb35f2810d8/850.m3u8
第6集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/dfa199618401496a85815562caa6fbed/850.m3u8
第7集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/bb46d9bcbadb48b68313c81906e7016b/850.m3u8
第8集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/41bb9a4029ff4d7582ed76a29efab003/850.m3u8
第9集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/7791880440374d0aa5ff62644285ae54/850.m3u8
第10集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/c439ff601b864368ab4b02d95af47b7b/850.m3u8
第11集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/d8d6eff0dad740b885b87c70bc0d1c01/850.m3u8
第12集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/0558646c2d004f39ae7ce08b0191d359/850.m3u8
第13集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/e759723c58a440ef8ad6b4e12b4cb4a6/850.m3u8
第14集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/4f15d46a038f4b968592ef3bf087fe9e/850.m3u8
第15集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/b51d8184ff5449f78810ba1e9aa9f1e4/850.m3u8
第16集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/75b1a47ac2154df3a8badad550461242/850.m3u8
第17集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/5021df08538b4eb688b5a2010771c9af/850.m3u8
第18集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/e5f7642c2cbb4ca896092d0a20fe38af/850.m3u8
第19集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/b41afd3604cb4f88bfa18dc525af27c0/850.m3u8
第20集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/4ee94ade6737437099a2f200707cca0e/850.m3u8
第21集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/d7ad2c039b974dad87dd94dd6d9bd3d7/850.m3u8
第22集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/47feef699ac3453e977febfddf992a35/850.m3u8
第23集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/665e5947e3154a0cb891a0b157d264bf/850.m3u8
第24集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/b3c80c16304d45cba6f367ba89fa680b/850.m3u8
第25集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/b35dc0c35483450999f4b56feb359a59/850.m3u8
第26集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/47ad817ae5ed4c559a3e24f4b40f59f4/850.m3u8
第27集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/26f2be8a7c7f4a978d16eb9a719f7948/850.m3u8
第28集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/a0c31884976445a2bfc9da99f05f25c4/850.m3u8
第29集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/86c5edbea8c1445087ee74a97a27e18e/850.m3u8
第30集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/9a4bed6b4eb84dc293f715bcd67a2a92/850.m3u8
第31集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/2daa6d4c3d6440a6a3de8e1edbe425cd/850.m3u8
第32集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/fd5d4ab4be8b41eb9f00d22157bc6934/850.m3u8
第33集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/21d3a89324ba4fba8ec9455d2dbc813a/850.m3u8
第34集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/0a383bb4d0234ecabda7a7d07371cada/850.m3u8
长征,#genre#
第01集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/90804c1fa6744dce1c8fac8738d712fc/850.m3u8
第02集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/15279d23d49a43a63e36a0a67a1a9e1c/850.m3u8
第03集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/477984cdbb2847c75cea4185827fe3f5/850.m3u8
第04集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/5b27c5b87c2b499655ea12a1c2cb996d/850.m3u8
第05集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/d6046bb9a61f4a6d290e688e330cfa75/850.m3u8
第06集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/51d1895570034fdf9ca32ba5613bd481/850.m3u8
第07集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/5e97a4c02ba84d10f4adcdae3680bf80/850.m3u8
第08集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/0b378f23f80b40a7307d8db0519702d7/850.m3u8
第09集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/a3c3d80ad4314cfe632510aa88437dec/850.m3u8
第10集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/c5d1331e97b94593f8f9828e6b23312e/850.m3u8
第11集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/089a422676e1490e3c80a9add7f73944/850.m3u8
第12集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/78c34c8c619b474d9fe04ca831b0dee3/850.m3u8
第13集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/12cdc47b01774d09a90e30bcec457507/850.m3u8
第14集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/b29f9079fa7545e5b06261b899fa11d6/850.m3u8
第15集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/feef2ada1784452f826297a196af0360/850.m3u8
第16集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/c5addea97b9440ed60455193b792bc66/850.m3u8
第17集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/732853b83fe94a3144055ab44d8ba523/850.m3u8
第18集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/8c3c97a60fb34ddd8028588b745e0ca8/850.m3u8
第19集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/1af6362c0e4c46142c373bbacb6bf529/850.m3u8
第20集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/14a7580029cd439c2b14b39656cff2b4/850.m3u8
第21集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/a73f2afa22974adcca7e62a077f7e3eb/850.m3u8
第22集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/3d7afb9e47c2498a196bd099d414e133/850.m3u8
第23集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/f59844ae7e7f4378bd2fcb81c2ae9bdc/850.m3u8
第24集,https://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/475a08e87f5f40a0504c6f8324b9f761/850.m3u8
延安颂,#genre# 
第01集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/71e64aa036ab4b2d980818d80865d3a5/850.m3u8
第02集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/fb0aeccf478b4ed297d337ea929af40f/850.m3u8
第03集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/861b7e2003cf4003b0c05c8cde92e66a/850.m3u8
第04集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/7be30b09a2d44f71b44af23873a828ca/850.m3u8
第05集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/b7ec8bb60a7f42fdb397606223f44c54/850.m3u8
第06集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/ad2bcb6cf14e4d81b92e65467ab32f78/850.m3u8
第07集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/1909c7fa88f242aea5d56c388ad98375/850.m3u8
第08集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/9077075b04134d71ad68ffaaeaaa2b7c/850.m3u8
第09集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/a33b19d70cc64f578ba24f200abe8562/850.m3u8
第10集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/e7ac396ee5df44ff90e52c3234d624e6/850.m3u8
第11集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/a83522cb26a0414aac395a65b4d9d426/850.m3u8
第12集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/c641a802ffe34b2e9eac9ae6e6749075/850.m3u8
第13集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/6360b2c2fe53481d8ed623b55a725033/850.m3u8
第14集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/abb1f02d8e1240ce8c46fe5a5bc9c944/850.m3u8
第15集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/0a3e2a3c9488445d95bfa67d88c14639/850.m3u8
第16集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/4a1a308d7e5b40159d6b67314a23e773/850.m3u8
第17集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/b85ecaecd26a4c73a36b753721a5d7ed/850.m3u8
第18集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/a65bac349cf94ba6a702ca1ede3b458b/850.m3u8
第19集,http://hls.cntv.lxdns.com/asp/hls/850/0303000a/3/default/8d14871592fd406c9fe7553aa7f70153/850.m3u8
